com.model.d3.D3Graph@fcc5b1Atype	Agroup	Aid	Aname	Btype	Bgroup	Bid	Bname
mp	MP:0005387	MP:0010169	decreased CD4-positive, CD25-positive, alpha-beta regulatory T cell number	mp	MP:0005387	MP:0013429	decreased memory CD4-positive, CD25-positive, alpha-beta regulatory T cell number
mp	MP:0005387	MP:0008208	decreased pro-B cell number	mp	MP:0005387	MP:0011816	decreased pre-pro B cell number
mp	MP:0005387	MP:0002408	abnormal double-positive T cell morphology	mp	MP:0005387	MP:0005092	decreased double-positive T cell number
mp	MP:0005387	MP:0001845	abnormal inflammatory response	mp	MP:0005387	MP:0001846	increased inflammatory response
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL23A	null
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008246	abnormal leukocyte morphology
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	H2-EA-PS	null
gene	IMMUNE DISEASES	TGFB2	null	ppi	ppi	21808	21808
mp	MP:0005387	MP:0001790	abnormal immune system physiology	mp	MP:0005387	MP:0005671	abnormal response to transplant
mp	MP:0005387	MP:0000685	abnormal immune system morphology	mp	MP:0005387	MP:0002722	abnormal immune system organ morphology
gene	IMMUNE DISEASES	ITGAL	null	ppi	ppi	16408	16408
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0008522	abnormal lymph node germinal center morphology
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0000221	decreased leukocyte cell number
mp	MP:0005387	MP:0001869	pancreas inflammation	mp	MP:0005387	MP:0004761	increased susceptibility to induced pancreatitis
gene	IMMUNE DISEASES	H3F3C	null	ppi	ppi	625328	625328
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL23R	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0008751	abnormal interleukin level
mp	MP:0005387	MP:0008111	abnormal granulocyte differentiation	mp	MP:0005387	MP:0002415	abnormal neutrophil differentiation
mp	MP:0005387	MP:0002408	abnormal double-positive T cell morphology	mp	MP:0005387	MP:0005091	increased double-positive T cell number
mp	MP:0005387	MP:0003945	abnormal lymphocyte physiology	mp	MP:0005387	MP:0002444	abnormal T cell physiology
gene	IMMUNE DISEASES	GM14501	null	ppi	ppi	547154	547154
gene	IMMUNE DISEASES	CCL2	null	mp	MP:0005387	MP:0000219	increased neutrophil cell number
mp	MP:0005387	MP:0005350	increased susceptibility to autoimmune disorder	mp	MP:0005387	MP:0004803	increased susceptibility to autoimmune diabetes
gene	IMMUNE DISEASES	CIITA	null	ppi	ppi	12265	12265
gene	IMMUNE DISEASES	CXCL12	null	ppi	ppi	20315	20315
mp	MP:0005387	MP:0005350	increased susceptibility to autoimmune disorder	mp	MP:0005387	MP:0004801	increased susceptibility to systemic lupus erythematosus
gene	IMMUNE DISEASES	C4B	null	mp	MP:0005387	MP:0000219	increased neutrophil cell number
mp	MP:0005387	MP:0000700	abnormal lymph node number	mp	MP:0005387	MP:0002218	increased lymph node number
mp	MP:0005387	MP:0001851	eye inflammation	mp	MP:0005387	MP:0005251	blepharitis
mp	MP:0005387	MP:0000700	abnormal lymph node number	mp	MP:0005387	MP:0002219	decreased lymph node number
mp	MP:0005387	MP:0002490	abnormal immunoglobulin level	mp	MP:0005387	MP:0002461	increased immunoglobulin level
gene	IMMUNE DISEASES	ZAP70	null	mp	MP:0005387	MP:0004919	abnormal positive T cell selection
gene	IMMUNE DISEASES	TNFRSF11A	null	ppi	ppi	21934	21934
mp	MP:0005387	MP:0000689	abnormal spleen morphology	mp	MP:0005387	MP:0000690	absent spleen
gene	IMMUNE DISEASES	ZAP70	null	mp	MP:0005387	MP:0004917	abnormal T cell selection
gene	IMMUNE DISEASES	CSF2	null	mp	MP:0005387	MP:0005040	abnormal MHC II cell surface expression on macrophages
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008638	increased circulating interleukin-1 alpha level
mp	MP:0005387	MP:0002490	abnormal immunoglobulin level	mp	MP:0005387	MP:0002460	decreased immunoglobulin level
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0005153	abnormal B cell proliferation
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	FOS	null
mp	MP:0005387	MP:0002145	abnormal T cell differentiation	mp	MP:0005387	MP:0008076	abnormal CD4-positive T cell differentiation
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	AIRE	null
mp	MP:0005387	MP:0008211	decreased mature B cell number	mp	MP:0005387	MP:0004978	decreased B-1 B cell number
gene	IMMUNE DISEASES	FCER1G	null	ppi	ppi	14127	14127
mp	MP:0005387	MP:0000217	abnormal leukocyte cell number	mp	MP:0005387	MP:0000221	decreased leukocyte cell number
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	CTLA4	null
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	CD80	null
mp	MP:0005387	MP:0001858	intestinal inflammation	mp	MP:0005387	MP:0003304	large intestinal inflammation
mp	MP:0005387	MP:0001858	intestinal inflammation	mp	MP:0005387	MP:0003306	small intestinal inflammation
mp	MP:0005387	MP:0005153	abnormal B cell proliferation	mp	MP:0005387	MP:0005093	decreased B cell proliferation
pathway	HUMAN DISEASES	mmu05332	GRAFT-VERSUS-HOST DISEASE	gene	IMMUNE DISEASES	CD86	null
mp	MP:0005387	MP:0000716	abnormal immune system cell morphology	mp	MP:0005387	MP:0005460	abnormal leukopoiesis
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	GZMB	null
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0008641	increased circulating interleukin-1 beta level
gene	null	gene	gene	mp	null	phen	phen
mp	MP:0005387	MP:0002351	abnormal cervical lymph node morphology	mp	MP:0005387	MP:0009633	absent cervical lymph nodes
mp	MP:0005387	MP:0000217	abnormal leukocyte cell number	mp	MP:0005387	MP:0000218	increased leukocyte cell number
gene	IMMUNE DISEASES	ACP5	null	ppi	ppi	11433	11433
mp	MP:0005387	MP:0001846	increased inflammatory response	mp	MP:0005387	MP:0003278	esophageal inflammation
pathway	HUMAN DISEASES	mmu05321	INFLAMMATORY BOWEL DISEASE (IBD)	gene	IMMUNE DISEASES	IL21R	null
gene	IMMUNE DISEASES	CSF2	null	mp	MP:0005387	MP:0005027	increased susceptibility to parasitic infection
gene	IMMUNE DISEASES	NOD2	null	mp	MP:0005387	MP:0008713	abnormal cytokine level
gene	IMMUNE DISEASES	HIST1H3G	null	ppi	ppi	97908	97908
mp	MP:0005387	MP:0010766	abnormal NK cell physiology	mp	MP:0005387	MP:0011719	abnormal natural killer cell mediated cytotoxicity
mp	MP:0005387	MP:0002619	abnormal lymphocyte morphology	mp	MP:0005387	MP:0008037	abnormal T cell morphology
mp	MP:0005387	MP:0002145	abnormal T cell differentiation	mp	MP:0005387	MP:0008080	abnormal CD8-positive, alpha-beta T cell differentiation
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0008766	abnormal B cell receptor editing
mp	MP:0005387	MP:0008046	absent NK cells	mp	MP:0005387	MP:0008047	absent uterine NK cells
mp	MP:0005387	MP:0004946	abnormal regulatory T cell physiology	mp	MP:0005387	MP:0012188	increased regulatory T cell apoptosis
gene	IMMUNE DISEASES	ICOS	null	mp	MP:0005387	MP:0002145	abnormal T cell differentiation
mp	MP:0005387	MP:0004946	abnormal regulatory T cell physiology	mp	MP:0005387	MP:0012189	decreased regulatory T cell apoptosis
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	LCK	null
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	ICOS	null
mp	MP:0005387	MP:0001846	increased inflammatory response	mp	MP:0005387	MP:0003303	peritoneal inflammation
mp	MP:0005387	MP:0004978	decreased B-1 B cell number	mp	MP:0005387	MP:0008202	absent B-1 B cells
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ANGPT1	null
gene	IMMUNE DISEASES	GM14475	null	ppi	ppi	100042946	100042946
mp	MP:0005387	MP:0008217	abnormal B cell activation	mp	MP:0005387	MP:0005153	abnormal B cell proliferation
mp	MP:0005387	MP:0009539	abnormal Hassall's corpuscle morphology	mp	MP:0005387	MP:0009540	absent Hassall's corpuscle
mp	MP:0005387	MP:0006387	abnormal T cell number	mp	MP:0005387	MP:0008048	abnormal memory T cell number
gene	IMMUNE DISEASES	HIST1H3E	null	ppi	ppi	319151	319151
mp	MP:0005387	MP:0008075	decreased CD4-positive, alpha beta T cell number	mp	MP:0005387	MP:0008087	decreased T helper 1 cell number
gene	IMMUNE DISEASES	HIST2H2BB	null	ppi	ppi	319189	319189
mp	MP:0005387	MP:0001805	decreased IgG level	mp	MP:0005387	MP:0008897	decreased IgG2c level
gene	IMMUNE DISEASES	IFNGR2	null	mp	MP:0005387	MP:0005466	abnormal T-helper 2 physiology
gene	IMMUNE DISEASES	IL9	null	ppi	ppi	16198	16198
gene	IMMUNE DISEASES	C4B	null	mp	MP:0005387	MP:0001790	abnormal immune system physiology
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	MMP3	null
mp	MP:0005387	MP:0008616	abnormal circulating interleukin-12 level	mp	MP:0005387	MP:0008618	decreased circulating interleukin-12 level
mp	MP:0005387	MP:0008616	abnormal circulating interleukin-12 level	mp	MP:0005387	MP:0008617	increased circulating interleukin-12 level
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0005025	abnormal response to infection
gene	IMMUNE DISEASES	FOXP3	null	ppi	ppi	20371	20371
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0005027	increased susceptibility to parasitic infection
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0000218	increased leukocyte cell number
gene	IMMUNE DISEASES	C9	null	ppi	ppi	12279	12279
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0000219	increased neutrophil cell number
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	H2-DMA	null
mp	MP:0005387	MP:0006387	abnormal T cell number	mp	MP:0005387	MP:0008038	abnormal NK T cell number
gene	IMMUNE DISEASES	TLR4	null	ppi	ppi	21898	21898
mp	MP:0005387	MP:0005010	abnormal CD8-positive, alpha beta T cell morphology	mp	MP:0005387	MP:0010671	abnormal Tc17 cell morphology
mp	MP:0005387	MP:0001790	abnormal immune system physiology	mp	MP:0005387	MP:0003762	abnormal immune organ physiology
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0002144	abnormal B cell differentiation
gene	IMMUNE DISEASES	TNFSF11	null	ppi	ppi	21943	21943
mp	MP:0005387	MP:0001846	increased inflammatory response	mp	MP:0005387	MP:0002254	reproductive system inflammation
gene	IMMUNE DISEASES	FOXP3	null	mp	MP:0005387	MP:0002494	increased IgM level
gene	IMMUNE DISEASES	FOXP3	null	mp	MP:0005387	MP:0002493	increased IgG level
gene	IMMUNE DISEASES	HIST1H2BE	null	ppi	ppi	319179	319179
gene	IMMUNE DISEASES	H2-OA	null	ppi	ppi	15001	15001
mp	MP:0005387	MP:0002462	abnormal granulocyte physiology	mp	MP:0005387	MP:0010764	abnormal granulocyte chemotaxis
mp	MP:0005387	MP:0008037	abnormal T cell morphology	mp	MP:0005387	MP:0012762	abnormal alpha-beta T cell morphology
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	HC	null
mp	MP:0005387	MP:0012763	abnormal alpha-beta T cell number	mp	MP:0005387	MP:0008077	abnormal CD8-positive, alpha-beta T cell number
gene	IMMUNE DISEASES	IL4RA	null	mp	MP:0005387	MP:0005011	increased eosinophil cell number
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0000220	increased monocyte cell number
mp	MP:0005387	MP:0012763	abnormal alpha-beta T cell number	mp	MP:0005387	MP:0008073	abnormal CD4-positive, alpha beta T cell number
gene	IMMUNE DISEASES	TBX21	null	mp	MP:0005387	MP:0008567	decreased interferon-gamma secretion
mp	MP:0005387	MP:0004917	abnormal T cell selection	mp	MP:0005387	MP:0004918	abnormal negative T cell selection
gene	IMMUNE DISEASES	CIITA	null	mp	MP:0005387	MP:0003945	abnormal lymphocyte physiology
mp	MP:0005387	MP:0000717	abnormal lymphocyte cell number	mp	MP:0005387	MP:0002458	abnormal B cell number
mp	MP:0005387	MP:0004917	abnormal T cell selection	mp	MP:0005387	MP:0004919	abnormal positive T cell selection
mp	MP:0005387	MP:0008212	absent mature B cells	mp	MP:0005387	MP:0008205	absent B-2 B cells
mp	MP:0005387	MP:0000706	small thymus	mp	MP:0005387	MP:0001823	thymus hypoplasia
mp	MP:0005387	MP:0008668	abnormal interleukin-12b secretion	mp	MP:0005387	MP:0008670	decreased interleukin-12b secretion
gene	IMMUNE DISEASES	PTPRC	null	mp	MP:0005387	MP:0002743	glomerulonephritis
mp	MP:0005387	MP:0001851	eye inflammation	mp	MP:0005387	MP:0006229	iris inflammation
gene	IMMUNE DISEASES	IL17F	null	ppi	ppi	257630	257630
mp	MP:0005387	MP:0009858	abnormal cellular extravasation	mp	MP:0005387	MP:0003627	abnormal leukocyte tethering or rolling
gene	IMMUNE DISEASES	H2-Q1	null	ppi	ppi	15006	15006
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0010373	myeloid hyperplasia
mp	MP:0005387	MP:0005460	abnormal leukopoiesis	mp	MP:0005387	MP:0008249	abnormal common lymphocyte progenitor cell morphology
gene	IMMUNE DISEASES	IL4	null	mp	MP:0005387	MP:0005351	decreased susceptibility to autoimmune disorder
mp	MP:0005387	MP:0008079	decreased CD8-positive, alpha-beta T cell number	mp	MP:0005387	MP:0013155	decreased KLRG1+ CD8 alpha beta T cell number
mp	MP:0005387	MP:0008122	decreased myeloid dendritic cell number	mp	MP:0005387	MP:0008119	decreased Langerhans cell number
mp	MP:0005387	MP:0008075	decreased CD4-positive, alpha beta T cell number	mp	MP:0005387	MP:0008091	decreased T-helper 2 cell number
pathway	HUMAN DISEASES	mmu05322	SYSTEMIC LUPUS ERYTHEMATOSUS	gene	IMMUNE DISEASES	H2BFM	null
gene	IMMUNE DISEASES	IL4	null	mp	MP:0005387	MP:0005350	increased susceptibility to autoimmune disorder
mp	MP:0005387	MP:0002451	abnormal macrophage physiology	mp	MP:0005387	MP:0011073	abnormal macrophage apoptosis
mp	MP:0005387	MP:0002451	abnormal macrophage physiology	mp	MP:0005387	MP:0011074	abnormal macrophage nitric oxide production
mp	MP:0005387	MP:0002451	abnormal macrophage physiology	mp	MP:0005387	MP:0011075	abnormal macrophage activation involved in immune response
mp	MP:0005387	MP:0002451	abnormal macrophage physiology	mp	MP:0005387	MP:0011072	abnormal macrophage cytokine production
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0005013	increased lymphocyte cell number
mp	MP:0005387	MP:0011719	abnormal natural killer cell mediated cytotoxicity	mp	MP:0005387	MP:0008790	abnormal NK cell degranulation
mp	MP:0005387	MP:0002459	abnormal B cell physiology	mp	MP:0005387	MP:0008191	abnormal follicular B cell physiology
mp	MP:0005387	MP:0002455	abnormal dendritic cell antigen presentation	mp	MP:0005387	MP:0002456	abnormal Langerhans cell antigen presentation
mp	MP:0005387	MP:0002459	abnormal B cell physiology	mp	MP:0005387	MP:0008192	abnormal germinal center B cell physiology
mp	MP:0005387	MP:0002459	abnormal B cell physiology	mp	MP:0005387	MP:0008193	abnormal marginal zone B cell physiology
mp	MP:0005387	MP:0002459	abnormal B cell physiology	mp	MP:0005387	MP:0008194	abnormal memory B cell physiology
ppi	ppi	16151	16151	ppi	ppi	16151	16151
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0005094	abnormal T cell proliferation
gene	IMMUNE DISEASES	LCK	null	ppi	ppi	16818	16818
pathway	HUMAN DISEASES	mmu05330	ALLOGRAFT REJECTION	gene	IMMUNE DISEASES	H2-DMA	null
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0001844	autoimmune response
mp	MP:0005387	MP:0001853	heart inflammation	mp	MP:0005387	MP:0001854	atrial endocarditis
ppi	ppi	19697	19697	ppi	ppi	16476	16476
mp	MP:0005387	MP:0001853	heart inflammation	mp	MP:0005387	MP:0001856	myocarditis
mp	MP:0005387	MP:0002410	decreased susceptibility to viral infection	mp	MP:0005387	MP:0020162	decreased susceptibility to virus induced diabetes
gene	IMMUNE DISEASES	TNF	null	mp	MP:0005387	MP:0008735	increased susceptibility to endotoxin shock
mp	MP:0005387	MP:0002405	respiratory system inflammation	mp	MP:0005387	MP:0001861	lung inflammation
mp	MP:0005387	MP:0002339	abnormal lymph node morphology	mp	MP:0005387	MP:0008024	absent lymph nodes
pathway	HUMAN DISEASES	mmu05320	AUTOIMMUNE THYROID DISEASE	gene	IMMUNE DISEASES	IL10	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ITGB2	null
gene	IMMUNE DISEASES	FAS	null	mp	MP:0005387	MP:0002221	abnormal lymph organ size
ppi	ppi	11975	11975	ppi	ppi	66290	66290
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	CCL5	null
gene	IMMUNE DISEASES	NOD2	null	mp	MP:0005387	MP:0008657	increased interleukin-1 beta secretion
gene	IMMUNE DISEASES	HIST1H2AA	null	ppi	ppi	319163	319163
gene	IMMUNE DISEASES	TLR4	null	mp	MP:0005387	MP:0008396	abnormal osteoclast differentiation
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	CCL3	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	ITGAL	null
pathway	HUMAN DISEASES	mmu05323	RHEUMATOID ARTHRITIS	gene	IMMUNE DISEASES	CCL2	null
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0000222	decreased neutrophil cell number
mp	MP:0005387	MP:0000689	abnormal spleen morphology	mp	MP:0005387	MP:0009246	pale spleen
mp	MP:0005387	MP:0008038	abnormal NK T cell number	mp	MP:0005387	MP:0013509	abnormal CD4-negative NK T cell number
gene	IMMUNE DISEASES	PTPRC	null	mp	MP:0005387	MP:0002722	abnormal immune system organ morphology
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0000221	decreased leukocyte cell number
mp	MP:0005387	MP:0001851	eye inflammation	mp	MP:0005387	MP:0006201	vitreous body inflammation
mp	MP:0005387	MP:0000715	decreased thymocyte number	mp	MP:0005387	MP:0010132	decreased DN2 thymocyte number
mp	MP:0005387	MP:0000715	decreased thymocyte number	mp	MP:0005387	MP:0010130	decreased DN1 thymic pro-T cell number
mp	MP:0005387	MP:0004940	abnormal B-1 B cell morphology	mp	MP:0005387	MP:0004976	abnormal B-1 B cell number
gene	IMMUNE DISEASES	FOXP3	null	mp	MP:0005387	MP:0002459	abnormal B cell physiology
mp	MP:0005387	MP:0002405	respiratory system inflammation	mp	MP:0005387	MP:0001872	sinus inflammation
gene	IMMUNE DISEASES	CD8A	null	ppi	ppi	12525	12525
mp	MP:0005387	MP:0002405	respiratory system inflammation	mp	MP:0005387	MP:0001866	nasal inflammation
gene	IMMUNE DISEASES	MMP1B	null	ppi	ppi	83996	83996
gene	IMMUNE DISEASES	PTPRC	null	mp	MP:0005387	MP:0005350	increased susceptibility to autoimmune disorder
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0002363	abnormal spleen marginal sinus morphology
mp	MP:0005387	MP:0011762	renal/urinary system inflammation	mp	MP:0005387	MP:0009646	urinary bladder inflammation
ppi	ppi	21898	21898	ppi	ppi	16153	16153
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0002362	abnormal spleen marginal zone morphology
gene	IMMUNE DISEASES	AIRE	null	mp	MP:0005387	MP:0003504	thyroid inflammation
mp	MP:0005387	MP:0002357	abnormal spleen white pulp morphology	mp	MP:0005387	MP:0002361	abnormal spleen central arteriole morphology
ppi	ppi	21898	21898	ppi	ppi	16151	16151
mp	MP:0005387	MP:0001194	dermatitis	mp	MP:0005387	MP:0013459	perioral dermatitis
mp	MP:0005387	MP:0005153	abnormal B cell proliferation	mp	MP:0005387	MP:0005154	increased B cell proliferation
gene	IMMUNE DISEASES	ATP6V1F	null	ppi	ppi	66144	66144
pathway	HUMAN DISEASES	mmu05340	PRIMARY IMMUNODEFICIENCY	gene	IMMUNE DISEASES	CD19	null
gene	IMMUNE DISEASES	PRF1	null	mp	MP:0005387	MP:0001828	abnormal T cell activation
mp	MP:0005387	MP:0002441	abnormal granulocyte morphology	mp	MP:0005387	MP:0000359	abnormal mast cell morphology
gene	IMMUNE DISEASES	H2-M10.5	null	ppi	ppi	224761	224761
mp	MP:0005387	MP:0002452	abnormal professional antigen presenting cell physiology	mp	MP:0005387	MP:0002376	abnormal dendritic cell physiology
gene	IMMUNE DISEASES	BTK	null	mp	MP:0005387	MP:0008186	increased pro-B cell number
gene	IMMUNE DISEASES	IKBKG	null	ppi	ppi	16151	16151
mp	MP:0005387	MP:0008589	abnormal circulating interleukin-1 level	mp	MP:0005387	MP:0008637	abnormal circulating interleukin-1 alpha level
gene	IMMUNE DISEASES	DCLRE1C	null	ppi	ppi	227525	227525
gene	IMMUNE DISEASES	TLR5	null	ppi	ppi	53791	53791
gene	IMMUNE DISEASES	IFNG	null	mp	MP:0005387	MP:0004752	decreased length of allograft survival
gene	IMMUNE DISEASES	IL10	null	mp	MP:0005387	MP:0005042	abnormal level of surface class II molecules
mp	MP:0005387	MP:0010766	abnormal NK cell physiology	mp	MP:0005387	MP:0009099	abnormal uterine NK cell physiology
mp	MP:0005387	MP:0002339	abnormal lymph node morphology	mp	MP:0005387	MP:0008828	abnormal lymph node cell ratio
gene	IMMUNE DISEASES	ITGB2	null	mp	MP:0005387	MP:0005065	abnormal neutrophil morphology
mp	MP:0005387	MP:0000715	decreased thymocyte number	mp	MP:0005387	MP:0010134	decreased DN3 thymocyte number
gene	IMMUNE DISEASES	GM14482	null	ppi	ppi	100042943	100042943
mp	MP:0005387	MP:0000715	decreased thymocyte number	mp	MP:0005387	MP:0010136	decreased DN4 thymocyte number
mp	MP:0005387	MP:0008589	abnormal circulating interleukin-1 level	mp	MP:0005387	MP:0008640	abnormal circulating interleukin-1 beta level
gene	IMMUNE DISEASES	PTPRC	null	ppi	ppi	19264	19264
mp	MP:0005387	MP:0008634	abnormal circulating interleukin-18 level	mp	MP:0005387	MP:0008635	increased circulating interleukin-18 level
mp	MP:0005387	MP:0008634	abnormal circulating interleukin-18 level	mp	MP:0005387	MP:0008636	decreased circulating interleukin-18 level
mp	MP:0005387	MP:0002532	abnormal type II hypersensitivity reaction	mp	MP:0005387	MP:0005612	decreased susceptibility to type II hypersensitivity reaction
mp	MP:0005387	MP:0002532	abnormal type II hypersensitivity reaction	mp	MP:0005387	MP:0005613	increased susceptibility to type II hypersensitivity reaction
gene	IMMUNE DISEASES	C3	null	mp	MP:0005387	MP:0008752	abnormal tumor necrosis factor level
